lemma,c1,c2,statement,response
詢問,詢,問,詢問 是一種 問,
千萬,千,萬,千萬 是一種 萬,
發覺,發,覺,發覺 是一種 覺,
懂得,懂,得,懂得 是一種 得,
滿意,滿,意,滿意 是一種 意,
結果,結,果,結果 是一種 果,
不再,不,再,不再 是一種 再,
一定,一,定,一定 是一種 定,
一些,一,些,一些 是一種 些,
怎肯,怎,肯,怎肯 是一種 肯,
賤內,賤,內,賤內 是一種 內,
鈞座,鈞,座,鈞座 是一種 座,
我等,我,等,我等 是一種 等,
失信,失,信,失信 是一種 信,
法辦,法,辦,法辦 是一種 辦,
傾心,傾,心,傾心 是一種 心,
解嘲,解,嘲,解嘲 是一種 嘲,
勒令,勒,令,勒令 是一種 令,
兩造,兩,造,兩造 是一種 造,
買給,買,給,買給 是一種 給,
助選,助,選,助選 是一種 選,
半點,半,點,半點 是一種 點,
做主,做,主,做主 是一種 主,
視作,視,作,視作 是一種 作,
呈獻,呈,獻,呈獻 是一種 獻,
相會,相,會,相會 是一種 會,
結為,結,為,結為 是一種 為,
整容,整,容,整容 是一種 容,
較多,較,多,較多 是一種 多,
反動,反,動,反動 是一種 動,
意指,意,指,意指 是一種 指,
任憑,任,憑,任憑 是一種 憑,
到期,到,期,到期 是一種 期,
過癮,過,癮,過癮 是一種 癮,
少量,少,量,少量 是一種 量,
機緣,機,緣,機緣 是一種 緣,
花費,花,費,花費 是一種 費,
歸功,歸,功,歸功 是一種 功,
記住,記,住,記住 是一種 住,
甘心,甘,心,甘心 是一種 心,
跨越,跨,越,跨越 是一種 越,
做錯,做,錯,做錯 是一種 錯,
小鎮,小,鎮,小鎮 是一種 鎮,
電廠,電,廠,電廠 是一種 廠,
多多,多,多,多多 是一種 多,
相差,相,差,相差 是一種 差,
思索,思,索,思索 是一種 索,
入口,入,口,入口 是一種 口,
提及,提,及,提及 是一種 及,
警告,警,告,警告 是一種 告,
保有,保,有,保有 是一種 有,
好多,好,多,好多 是一種 多,
檢討,檢,討,檢討 是一種 討,
忘記,忘,記,忘記 是一種 記,
感謝,感,謝,感謝 是一種 謝,
呼籲,呼,籲,呼籲 是一種 籲,
這些,這,些,這些 是一種 些,
自己,自,己,自己 是一種 己,
我輩,我,輩,我輩 是一種 輩,
怎敢,怎,敢,怎敢 是一種 敢,
賤妾,賤,妾,賤妾 是一種 妾,
汝等,汝,等,汝等 是一種 等,
失之,失,之,失之 是一種 之,
附身,附,身,附身 是一種 身,
頂嘴,頂,嘴,頂嘴 是一種 嘴,
您們,您,們,您們 是一種 們,
謝罪,謝,罪,謝罪 是一種 罪,
甘願,甘,願,甘願 是一種 願,
接生,接,生,接生 是一種 生,
並用,並,用,並用 是一種 用,
讓給,讓,給,讓給 是一種 給,
實是,實,是,實是 是一種 是,
播種,播,種,播種 是一種 種,
志願,志,願,志願 是一種 願,
逗留,逗,留,逗留 是一種 留,
禮拜,禮,拜,禮拜 是一種 拜,
張良,張,良,張良 是一種 良,
分出,分,出,分出 是一種 出,
和氣,和,氣,和氣 是一種 氣,
發亮,發,亮,發亮 是一種 亮,
滾滾,滾,滾,滾滾 是一種 滾,
友好,友,好,友好 是一種 好,
典雅,典,雅,典雅 是一種 雅,
為準,為,準,為準 是一種 準,
定為,定,為,定為 是一種 為,
既是,既,是,既是 是一種 是,
手勢,手,勢,手勢 是一種 勢,
宮殿,宮,殿,宮殿 是一種 殿,
點子,點,子,點子 是一種 子,
視力,視,力,視力 是一種 力,
忍心,忍,心,忍心 是一種 心,
為首,為,首,為首 是一種 首,
車行,車,行,車行 是一種 行,
買進,買,進,買進 是一種 進,
驚奇,驚,奇,驚奇 是一種 奇,
制止,制,止,制止 是一種 止,
提名,提,名,提名 是一種 名,
稍後,稍,後,稍後 是一種 後,
核定,核,定,核定 是一種 定,
終究,終,究,終究 是一種 究,
鄰近,鄰,近,鄰近 是一種 近,
顧及,顧,及,顧及 是一種 及,
抱持,抱,持,抱持 是一種 持,
賦予,賦,予,賦予 是一種 予,
優先,優,先,優先 是一種 先,
難怪,難,怪,難怪 是一種 怪,
甚麼,甚,麼,甚麼 是一種 麼,
允許,允,許,允許 是一種 許,
保證,保,證,保證 是一種 證,
指示,指,示,指示 是一種 示,
若干,若,干,若干 是一種 干,
質疑,質,疑,質疑 是一種 疑,
查詢,查,詢,查詢 是一種 詢,
主張,主,張,主張 是一種 張,
奇怪,奇,怪,奇怪 是一種 怪,
小心,小,心,小心 是一種 心,
永遠,永,遠,永遠 是一種 遠,
不斷,不,斷,不斷 是一種 斷,
十分,十,分,十分 是一種 分,
負責,負,責,負責 是一種 責,
完全,完,全,完全 是一種 全,
內子,內,子,內子 是一種 子,
寧肯,寧,肯,寧肯 是一種 肯,
卿家,卿,家,卿家 是一種 家,
乃父,乃,父,乃父 是一種 父,
彼等,彼,等,彼等 是一種 等,
我人,我,人,我人 是一種 人,
家父,家,父,家父 是一種 父,
為證,為,證,為證 是一種 證,
幾近,幾,近,幾近 是一種 近,
毀容,毀,容,毀容 是一種 容,
誘發,誘,發,誘發 是一種 發,
問好,問,好,問好 是一種 好,
禮聘,禮,聘,禮聘 是一種 聘,
驗尿,驗,尿,驗尿 是一種 尿,
授予,授,予,授予 是一種 予,
浸泡,浸,泡,浸泡 是一種 泡,
和聲,和,聲,和聲 是一種 聲,
升任,升,任,升任 是一種 任,
奉為,奉,為,奉為 是一種 為,
補給,補,給,補給 是一種 給,
相親,相,親,相親 是一種 親,
散去,散,去,散去 是一種 去,
開動,開,動,開動 是一種 動,
好些,好,些,好些 是一種 些,
送出,送,出,送出 是一種 出,
木蘭,木,蘭,木蘭 是一種 蘭,
附贈,附,贈,附贈 是一種 贈,
康德,康,德,康德 是一種 德,
相應,相,應,相應 是一種 應,
猛烈,猛,烈,猛烈 是一種 烈,
好似,好,似,好似 是一種 似,
狹義,狹,義,狹義 是一種 義,
斷層,斷,層,斷層 是一種 層,
漢子,漢,子,漢子 是一種 子,
占有,占,有,占有 是一種 有,
明瞭,明,瞭,明瞭 是一種 瞭,
期許,期,許,期許 是一種 許,
分化,分,化,分化 是一種 化,
得罪,得,罪,得罪 是一種 罪,
慈善,慈,善,慈善 是一種 善,
深感,深,感,深感 是一種 感,
趨向,趨,向,趨向 是一種 向,
不及,不,及,不及 是一種 及,
推測,推,測,推測 是一種 測,
難忘,難,忘,難忘 是一種 忘,
替代,替,代,替代 是一種 代,
瀕臨,瀕,臨,瀕臨 是一種 臨,
罹患,罹,患,罹患 是一種 患,
排名,排,名,排名 是一種 名,
指定,指,定,指定 是一種 定,
慶祝,慶,祝,慶祝 是一種 祝,
預防,預,防,預防 是一種 防,
提醒,提,醒,提醒 是一種 醒,
很多,很,多,很多 是一種 多,
據報,據,報,據報 是一種 報,
賢妻,賢,妻,賢妻 是一種 妻,
為傲,為,傲,為傲 是一種 傲,
己身,己,身,己身 是一種 身,
吸血,吸,血,吸血 是一種 血,
致敬,致,敬,致敬 是一種 敬,
照抄,照,抄,照抄 是一種 抄,
罰錢,罰,錢,罰錢 是一種 錢,
聽命,聽,命,聽命 是一種 命,
慣常,慣,常,慣常 是一種 常,
其二,其,二,其二 是一種 二,
求解,求,解,求解 是一種 解,
藉助,藉,助,藉助 是一種 助,
力圖,力,圖,力圖 是一種 圖,
讓出,讓,出,讓出 是一種 出,
賜給,賜,給,賜給 是一種 給,
奉勸,奉,勸,奉勸 是一種 勸,
較量,較,量,較量 是一種 量,
施暴,施,暴,施暴 是一種 暴,
發送,發,送,發送 是一種 送,
毋寧,毋,寧,毋寧 是一種 寧,
施肥,施,肥,施肥 是一種 肥,
解毒,解,毒,解毒 是一種 毒,
作夢,作,夢,作夢 是一種 夢,
進香,進,香,進香 是一種 香,
搖擺,搖,擺,搖擺 是一種 擺,
分期,分,期,分期 是一種 期,
無心,無,心,無心 是一種 心,
代謝,代,謝,代謝 是一種 謝,
定型,定,型,定型 是一種 型,
降為,降,為,降為 是一種 為,
結實,結,實,結實 是一種 實,
潮濕,潮,濕,潮濕 是一種 濕,
為宜,為,宜,為宜 是一種 宜,
連任,連,任,連任 是一種 任,
水晶,水,晶,水晶 是一種 晶,
祖父,祖,父,祖父 是一種 父,
蘭花,蘭,花,蘭花 是一種 花,
助力,助,力,助力 是一種 力,
婦運,婦,運,婦運 是一種 運,
誤會,誤,會,誤會 是一種 會,
入選,入,選,入選 是一種 選,
離島,離,島,離島 是一種 島,
用到,用,到,用到 是一種 到,
糾正,糾,正,糾正 是一種 正,
渡過,渡,過,渡過 是一種 過,
轟炸,轟,炸,轟炸 是一種 炸,
不停,不,停,不停 是一種 停,
但願,但,願,但願 是一種 願,
隔壁,隔,壁,隔壁 是一種 壁,
不容,不,容,不容 是一種 容,
容許,容,許,容許 是一種 許,
期盼,期,盼,期盼 是一種 盼,
持有,持,有,持有 是一種 有,
善用,善,用,善用 是一種 用,
容納,容,納,容納 是一種 納,
實驗,實,驗,實驗 是一種 驗,
難過,難,過,難過 是一種 過,
反省,反,省,反省 是一種 省,
預定,預,定,預定 是一種 定,
令妹,令,妹,令妹 是一種 妹,
官人,官,人,官人 是一種 人,
家兄,家,兄,家兄 是一種 兄,
大多,大,多,大多 是一種 多,
妾身,妾,身,妾身 是一種 身,
匹敵,匹,敵,匹敵 是一種 敵,
借宿,借,宿,借宿 是一種 宿,
照辦,照,辦,照辦 是一種 辦,
引得,引,得,引得 是一種 得,
惹得,惹,得,惹得 是一種 得,
賴以,賴,以,賴以 是一種 以,
寄予,寄,予,寄予 是一種 予,
記過,記,過,記過 是一種 過,
存檔,存,檔,存檔 是一種 檔,
借來,借,來,借來 是一種 來,
可資,可,資,可資 是一種 資,
出錢,出,錢,出錢 是一種 錢,
過多,過,多,過多 是一種 多,
勉強,勉,強,勉強 是一種 強,
彈性,彈,性,彈性 是一種 性,
少許,少,許,少許 是一種 許,
越戰,越,戰,越戰 是一種 戰,
性感,性,感,性感 是一種 感,
貶值,貶,值,貶值 是一種 值,
蔚為,蔚,為,蔚為 是一種 為,
稱做,稱,做,稱做 是一種 做,
雷同,雷,同,雷同 是一種 同,
火力,火,力,火力 是一種 力,
冷戰,冷,戰,冷戰 是一種 戰,
政見,政,見,政見 是一種 見,
拖延,拖,延,拖延 是一種 延,
深信,深,信,深信 是一種 信,
些許,些,許,些許 是一種 許,
為由,為,由,為由 是一種 由,
點點,點,點,點點 是一種 點,
跑去,跑,去,跑去 是一種 去,
急性,急,性,急性 是一種 性,
劇院,劇,院,劇院 是一種 院,
大半,大,半,大半 是一種 半,
擔憂,擔,憂,擔憂 是一種 憂,
目睹,目,睹,目睹 是一種 睹,
深思,深,思,深思 是一種 思,
計有,計,有,計有 是一種 有,
剖析,剖,析,剖析 是一種 析,
載入,載,入,載入 是一種 入,
用水,用,水,用水 是一種 水,
順便,順,便,順便 是一種 便,
抱怨,抱,怨,抱怨 是一種 怨,
防止,防,止,防止 是一種 止,
報告,報,告,報告 是一種 告,
形容,形,容,形容 是一種 容,
促進,促,進,促進 是一種 進,
剛剛,剛,剛,剛剛 是一種 剛,
持續,持,續,持續 是一種 續,
許多,許,多,許多 是一種 多,
令郎,令,郎,令郎 是一種 郎,
家祖,家,祖,家祖 是一種 祖,
精專,精,專,精專 是一種 專,
令兄,令,兄,令兄 是一種 兄,
家姊,家,姊,家姊 是一種 姊,
自甘,自,甘,自甘 是一種 甘,
心醉,心,醉,心醉 是一種 醉,
敦聘,敦,聘,敦聘 是一種 聘,
焉能,焉,能,焉能 是一種 能,
裝作,裝,作,裝作 是一種 作,
辭行,辭,行,辭行 是一種 行,
告狀,告,狀,告狀 是一種 狀,
其一,其,一,其一 是一種 一,
主治,主,治,主治 是一種 治,
捐助,捐,助,捐助 是一種 助,
為伍,為,伍,為伍 是一種 伍,
來信,來,信,來信 是一種 信,
口角,口,角,口角 是一種 角,
最少,最,少,最少 是一種 少,
武松,武,松,武松 是一種 松,
塞尚,塞,尚,塞尚 是一種 尚,
留念,留,念,留念 是一種 念,
過敏,過,敏,過敏 是一種 敏,
空洞,空,洞,空洞 是一種 洞,
驚醒,驚,醒,驚醒 是一種 醒,
開明,開,明,開明 是一種 明,
稱作,稱,作,稱作 是一種 作,
大臣,大,臣,大臣 是一種 臣,
排行,排,行,排行 是一種 行,
標示,標,示,標示 是一種 示,
聽覺,聽,覺,聽覺 是一種 覺,
奪得,奪,得,奪得 是一種 得,
進攻,進,攻,進攻 是一種 攻,
點燃,點,燃,點燃 是一種 燃,
演藝,演,藝,演藝 是一種 藝,
河南,河,南,河南 是一種 南,
沿岸,沿,岸,沿岸 是一種 岸,
柏林,柏,林,柏林 是一種 林,
急速,急,速,急速 是一種 速,
師院,師,院,師院 是一種 院,
沙國,沙,國,沙國 是一種 國,
計較,計,較,計較 是一種 較,
週年,週,年,週年 是一種 年,
驗證,驗,證,驗證 是一種 證,
判決,判,決,判決 是一種 決,
遺忘,遺,忘,遺忘 是一種 忘,
不法,不,法,不法 是一種 法,
信賴,信,賴,信賴 是一種 賴,
最早,最,早,最早 是一種 早,
給付,給,付,給付 是一種 付,
任意,任,意,任意 是一種 意,
交給,交,給,交給 是一種 給,
設法,設,法,設法 是一種 法,
確保,確,保,確保 是一種 保,
可見,可,見,可見 是一種 見,
估計,估,計,估計 是一種 計,
不滿,不,滿,不滿 是一種 滿,
大家,大,家,大家 是一種 家,
他們,他,們,他們 是一種 們,
大駕,大,駕,大駕 是一種 駕,
環繞,環,繞,環繞 是一種 繞,
分析,分,析,分析 是一種 析,
扶正,扶,正,扶正 是一種 正,
靠岸,靠,岸,靠岸 是一種 岸,
牛頓,牛,頓,牛頓 是一種 頓,
力圖,力,圖,力圖 是一種 圖,
貼身,貼,身,貼身 是一種 身,
作主,作,主,作主 是一種 主,
覺得,覺,得,覺得 是一種 得,
林肯,林,肯,林肯 是一種 肯,
大家,大,家,大家 是一種 家,
大家,大,家,大家 是一種 家,
口角,口,角,口角 是一種 角,
煞到,煞,到,煞到 是一種 到,
報價,報,價,報價 是一種 價,
以為,以,為,以為 是一種 為,
推辭,推,辭,推辭 是一種 辭,
協定,協,定,協定 是一種 定,
協約,協,約,協約 是一種 約,
和約,和,約,和約 是一種 約,
協同,協,同,協同 是一種 同,
機組,機,組,機組 是一種 組,
機組,機,組,機組 是一種 組,
維生,維,生,維生 是一種 生,
謀生,謀,生,謀生 是一種 生,
故事,故,事,故事 是一種 事,
嘴脣,嘴,脣,嘴脣 是一種 脣,
紀錄,紀,錄,紀錄 是一種 錄,
預計,預,計,預計 是一種 計,
預報,預,報,預報 是一種 報,
一旁,一,旁,一旁 是一種 旁,
缺少,缺,少,缺少 是一種 少,
推斷,推,斷,推斷 是一種 斷,
推論,推,論,推論 是一種 論,
判斷,判,斷,判斷 是一種 斷,
猜測,猜,測,猜測 是一種 測,
早晨,早,晨,早晨 是一種 晨,
凌晨,凌,晨,凌晨 是一種 晨,
攪得,攪,得,攪得 是一種 得,
名家,名,家,名家 是一種 家,
割禮,割,禮,割禮 是一種 禮,
保羅,保,羅,保羅 是一種 羅,
美帝,美,帝,美帝 是一種 帝,
感染,感,染,感染 是一種 染,
多多,多,多,多多 是一種 多,
人氣,人,氣,人氣 是一種 氣,
搖擺,搖,擺,搖擺 是一種 擺,
陶醉,陶,醉,陶醉 是一種 醉,
惹到,惹,到,惹到 是一種 到,
意識,意,識,意識 是一種 識,
許可,許,可,許可 是一種 可,
反映,反,映,反映 是一種 映,
房子,房,子,房子 是一種 子,
陽線,陽,線,陽線 是一種 線,
商業,商,業,商業 是一種 業,
不忠,不,忠,不忠 是一種 忠,
意即,意,即,意即 是一種 即,
載明,載,明,載明 是一種 明,
脖子,脖,子,脖子 是一種 子,
什麼,什,麼,什麼 是一種 麼,
我們,我,們,我們 是一種 們,
羽毛,羽,毛,羽毛 是一種 毛,
水果,水,果,水果 是一種 果,
種子,種,子,種子 是一種 子,
子女,子,女,子女 是一種 女,
動物,動,物,動物 是一種 物,
生存,生,存,生存 是一種 存,
那裏,那,裏,那裏 是一種 裏,
丈夫,丈,夫,丈夫 是一種 夫,
妻子,妻,子,妻子 是一種 子,
名字,名,字,名字 是一種 字,
樹皮,樹,皮,樹皮 是一種 皮,
呼吸,呼,吸,呼吸 是一種 吸,
父親,父,親,父親 是一種 親,
效力,效,力,效力 是一種 力,
結實,結,實,結實 是一種 實,
開動,開,動,開動 是一種 動,
那裏,那,裏,那裏 是一種 裏,
棍子,棍,子,棍子 是一種 子,
觀音,觀,音,觀音 是一種 音,
眼銳,眼,銳,眼銳 是一種 銳,
不覺,不,覺,不覺 是一種 覺,
膝蓋,膝,蓋,膝蓋 是一種 蓋,
感到,感,到,感到 是一種 到,
警覺,警,覺,警覺 是一種 覺,
水水,水,水,水水 是一種 水,
好生,好,生,好生 是一種 生,
萬分,萬,分,萬分 是一種 分,
酒令,酒,令,酒令 是一種 令,
引得,引,得,引得 是一種 得,
沙沙,沙,沙,沙沙 是一種 沙,
木蘭,木,蘭,木蘭 是一種 蘭,
肚子,肚,子,肚子 是一種 子,
無疑,無,疑,無疑 是一種 疑,
肚子,肚,子,肚子 是一種 子,
政治,政,治,政治 是一種 治,
財政,財,政,財政 是一種 政,
科技,科,技,科技 是一種 技,
外交,外,交,外交 是一種 交,
彼得,彼,得,彼得 是一種 得,
夏娃,夏,娃,夏娃 是一種 娃,
江蘇,江,蘇,江蘇 是一種 蘇,
身為,身,為,身為 是一種 為,
答應,答,應,答應 是一種 應,
社會,社,會,社會 是一種 會,
金融,金,融,金融 是一種 融,
軍事,軍,事,軍事 是一種 事,
民事,民,事,民事 是一種 事,
國防,國,防,國防 是一種 防,
謝謝,謝,謝,謝謝 是一種 謝,
機構,機,構,機構 是一種 構,
階段,階,段,階段 是一種 段,
結構,結,構,結構 是一種 構,
產業,產,業,產業 是一種 業,
辦法,辦,法,辦法 是一種 法,
原因,原,因,原因 是一種 因,
我國,我,國,我國 是一種 國,
過程,過,程,過程 是一種 程,
生命,生,命,生命 是一種 命,
機會,機,會,機會 是一種 會,
喜歡,喜,歡,喜歡 是一種 歡,
企業,企,業,企業 是一種 業,
孩子,孩,子,孩子 是一種 子,
學生,學,生,學生 是一種 生,
爭光,爭,光,爭光 是一種 光,
告辭,告,辭,告辭 是一種 辭,
裝做,裝,做,裝做 是一種 做,
結巴,結,巴,結巴 是一種 巴,
曹操,曹,操,曹操 是一種 操,
大笑,大,笑,大笑 是一種 笑,
電動,電,動,電動 是一種 動,
優惠,優,惠,優惠 是一種 惠,
定位,定,位,定位 是一種 位,
不到,不,到,不到 是一種 到,
臨床,臨,床,臨床 是一種 床,
敏感,敏,感,敏感 是一種 感,
傑出,傑,出,傑出 是一種 出,
南非,南,非,南非 是一種 非,
商店,商,店,商店 是一種 店,
階級,階,級,階級 是一種 級,
邊政,邊,政,邊政 是一種 政,
環保,環,保,環保 是一種 保,
人口,人,口,人口 是一種 口,
民主,民,主,民主 是一種 主,
民生,民,生,民生 是一種 生,
編組,編,組,編組 是一種 組,
禪宗,禪,宗,禪宗 是一種 宗,
福特,福,特,福特 是一種 特,
建檔,建,檔,建檔 是一種 檔,
定案,定,案,定案 是一種 案,
吸毒,吸,毒,吸毒 是一種 毒,
伸手,伸,手,伸手 是一種 手,
亞運,亞,運,亞運 是一種 運,
大衛,大,衛,大衛 是一種 衛,
大專,大,專,大專 是一種 專,
適用,適,用,適用 是一種 用,
那兒,那,兒,那兒 是一種 兒,
身邊,身,邊,身邊 是一種 邊,
人事,人,事,人事 是一種 事,
遺址,遺,址,遺址 是一種 址,
層面,層,面,層面 是一種 面,
華人,華,人,華人 是一種 人,
主力,主,力,主力 是一種 力,
份子,份,子,份子 是一種 子,
共識,共,識,共識 是一種 識,
金錢,金,錢,金錢 是一種 錢,
車子,車,子,車子 是一種 子,
人性,人,性,人性 是一種 性,
工會,工,會,工會 是一種 會,
女生,女,生,女生 是一種 生,
障礙,障,礙,障礙 是一種 礙,
穩定,穩,定,穩定 是一種 定,
大衛,大,衛,大衛 是一種 衛,
東德,東,德,東德 是一種 德,
福特,福,特,福特 是一種 特,
商品,商,品,商品 是一種 品,
政大,政,大,政大 是一種 大,
德國,德,國,德國 是一種 國,
工人,工,人,工人 是一種 人,
學期,學,期,學期 是一種 期,
演出,演,出,演出 是一種 出,
院士,院,士,院士 是一種 士,
法國,法,國,法國 是一種 國,
河川,河,川,河川 是一種 川,
食物,食,物,食物 是一種 物,
費用,費,用,費用 是一種 用,
危機,危,機,危機 是一種 機,
調整,調,整,調整 是一種 整,
用戶,用,戶,用戶 是一種 戶,
展開,展,開,展開 是一種 開,
時期,時,期,時期 是一種 期,
美麗,美,麗,美麗 是一種 麗,
戰爭,戰,爭,戰爭 是一種 爭,
充滿,充,滿,充滿 是一種 滿,
觀察,觀,察,觀察 是一種 察,
福特,福,特,福特 是一種 特,
資產,資,產,資產 是一種 產,
命運,命,運,命運 是一種 運,
類型,類,型,類型 是一種 型,
基金,基,金,基金 是一種 金,
詞典,詞,典,詞典 是一種 典,
顧問,顧,問,顧問 是一種 問,
個性,個,性,個性 是一種 性,
走到,走,到,走到 是一種 到,
住宅,住,宅,住宅 是一種 宅,
前面,前,面,前面 是一種 面,
小學,小,學,小學 是一種 學,
主動,主,動,主動 是一種 動,
汽車,汽,車,汽車 是一種 車,
提到,提,到,提到 是一種 到,
法令,法,令,法令 是一種 令,
答案,答,案,答案 是一種 案,
來源,來,源,來源 是一種 源,
形容,形,容,形容 是一種 容,
人力,人,力,人力 是一種 力,
唯一,唯,一,唯一 是一種 一,
法律,法,律,法律 是一種 律,
博士,博,士,博士 是一種 士,
力量,力,量,力量 是一種 量,
校園,校,園,校園 是一種 園,
小時,小,時,小時 是一種 時,
附近,附,近,附近 是一種 近,
作為,作,為,作為 是一種 為,
爸爸,爸,爸,爸爸 是一種 爸,
資源,資,源,資源 是一種 源,
推動,推,動,推動 是一種 動,
能力,能,力,能力 是一種 力,
藝術,藝,術,藝術 是一種 術,
了解,了,解,了解 是一種 解,
人員,人,員,人員 是一種 員,
發展,發,展,發展 是一種 展,
分班,分,班,分班 是一種 班,
求援,求,援,求援 是一種 援,
某某,某,某,某某 是一種 某,
造勢,造,勢,造勢 是一種 勢,
頒獎,頒,獎,頒獎 是一種 獎,
連戰,連,戰,連戰 是一種 戰,
煮熟,煮,熟,煮熟 是一種 熟,
延期,延,期,延期 是一種 期,
唸書,唸,書,唸書 是一種 書,
相比,相,比,相比 是一種 比,
相較,相,較,相較 是一種 較,
停留,停,留,停留 是一種 留,
陽明,陽,明,陽明 是一種 明,
戶外,戶,外,戶外 是一種 外,
完工,完,工,完工 是一種 工,
進來,進,來,進來 是一種 來,
分級,分,級,分級 是一種 級,
贏得,贏,得,贏得 是一種 得,
門口,門,口,門口 是一種 口,
溫暖,溫,暖,溫暖 是一種 暖,
業界,業,界,業界 是一種 界,
建造,建,造,建造 是一種 造,
睡覺,睡,覺,睡覺 是一種 覺,
爆發,爆,發,爆發 是一種 發,
優秀,優,秀,優秀 是一種 秀,
好奇,好,奇,好奇 是一種 奇,
設定,設,定,設定 是一種 定,
女士,女,士,女士 是一種 士,
優點,優,點,優點 是一種 點,
差距,差,距,差距 是一種 距,
美好,美,好,美好 是一種 好,
矛盾,矛,盾,矛盾 是一種 盾,
衝擊,衝,擊,衝擊 是一種 擊,
餐廳,餐,廳,餐廳 是一種 廳,
航空,航,空,航空 是一種 空,
年紀,年,紀,年紀 是一種 紀,
一致,一,致,一致 是一種 致,
編目,編,目,編目 是一種 目,
念書,念,書,念書 是一種 書,
這邊,這,邊,這邊 是一種 邊,
領先,領,先,領先 是一種 先,
宜蘭,宜,蘭,宜蘭 是一種 蘭,
泰國,泰,國,泰國 是一種 國,
眾多,眾,多,眾多 是一種 多,
故宮,故,宮,故宮 是一種 宮,
因應,因,應,因應 是一種 應,
哲學,哲,學,哲學 是一種 學,
遇到,遇,到,遇到 是一種 到,
讀者,讀,者,讀者 是一種 者,
解釋,解,釋,解釋 是一種 釋,
堅持,堅,持,堅持 是一種 持,
慢慢,慢,慢,慢慢 是一種 慢,
相同,相,同,相同 是一種 同,
創造,創,造,創造 是一種 造,
肯定,肯,定,肯定 是一種 定,
自由,自,由,自由 是一種 由,
歐洲,歐,洲,歐洲 是一種 洲,
兒童,兒,童,兒童 是一種 童,
擔任,擔,任,擔任 是一種 任,
有效,有,效,有效 是一種 效,
簡單,簡,單,簡單 是一種 單,
主義,主,義,主義 是一種 義,
設計,設,計,設計 是一種 計,
人士,人,士,人士 是一種 士,
獲得,獲,得,獲得 是一種 得,
選擇,選,擇,選擇 是一種 擇,
事實,事,實,事實 是一種 實,
發生,發,生,發生 是一種 生,
一樣,一,樣,一樣 是一種 樣,
指出,指,出,指出 是一種 出,
大學,大,學,大學 是一種 學,
求婚,求,婚,求婚 是一種 婚,
照相,照,相,照相 是一種 相,
美容,美,容,美容 是一種 容,
注目,注,目,注目 是一種 目,
付費,付,費,付費 是一種 費,
寫信,寫,信,寫信 是一種 信,
自治,自,治,自治 是一種 治,
遭遇,遭,遇,遭遇 是一種 遇,
分組,分,組,分組 是一種 組,
東吳,東,吳,東吳 是一種 吳,
師範,師,範,師範 是一種 範,
車站,車,站,車站 是一種 站,
遊行,遊,行,遊行 是一種 行,
過來,過,來,過來 是一種 來,
犯罪,犯,罪,犯罪 是一種 罪,
隨便,隨,便,隨便 是一種 便,
崇拜,崇,拜,崇拜 是一種 拜,
升級,升,級,升級 是一種 級,
獨特,獨,特,獨特 是一種 特,
走向,走,向,走向 是一種 向,
新光,新,光,新光 是一種 光,
國會,國,會,國會 是一種 會,
保守,保,守,保守 是一種 守,
手法,手,法,手法 是一種 法,
縣府,縣,府,縣府 是一種 府,
民意,民,意,民意 是一種 意,
累積,累,積,累積 是一種 積,
保留,保,留,保留 是一種 留,
紐約,紐,約,紐約 是一種 約,
大人,大,人,大人 是一種 人,
污染,污,染,污染 是一種 染,
遊客,遊,客,遊客 是一種 客,
辛苦,辛,苦,辛苦 是一種 苦,
面積,面,積,面積 是一種 積,
位置,位,置,位置 是一種 置,
可愛,可,愛,可愛 是一種 愛,
哪裡,哪,裡,哪裡 是一種 裡,
女孩,女,孩,女孩 是一種 孩,
家人,家,人,家人 是一種 人,
強烈,強,烈,強烈 是一種 烈,
修行,修,行,修行 是一種 行,
妥協,妥,協,妥協 是一種 協,
錯過,錯,過,錯過 是一種 過,
降低,降,低,降低 是一種 低,
維護,維,護,維護 是一種 護,
困難,困,難,困難 是一種 難,
失去,失,去,失去 是一種 去,
畢業,畢,業,畢業 是一種 業,
離開,離,開,離開 是一種 開,
聽到,聽,到,聽到 是一種 到,
豐富,豐,富,豐富 是一種 富,
找到,找,到,找到 是一種 到,
健康,健,康,健康 是一種 康,
特色,特,色,特色 是一種 色,
因素,因,素,因素 是一種 素,
小孩,小,孩,小孩 是一種 孩,
效果,效,果,效果 是一種 果,
人生,人,生,人生 是一種 生,
強調,強,調,強調 是一種 調,
目標,目,標,目標 是一種 標,
作品,作,品,作品 是一種 品,
同學,同,學,同學 是一種 學,
東西,東,西,東西 是一種 西,
歷史,歷,史,歷史 是一種 史,
國際,國,際,國際 是一種 際,
電腦,電,腦,電腦 是一種 腦,
學校,學,校,學校 是一種 校,
判刑,判,刑,判刑 是一種 刑,
拜年,拜,年,拜年 是一種 年,
開戰,開,戰,開戰 是一種 戰,
出面,出,面,出面 是一種 面,
移動,移,動,移動 是一種 動,
出門,出,門,出門 是一種 門,
家鄉,家,鄉,家鄉 是一種 鄉,
彩色,彩,色,彩色 是一種 色,
大聲,大,聲,大聲 是一種 聲,
殘障,殘,障,殘障 是一種 障,
師大,師,大,師大 是一種 大,
客觀,客,觀,客觀 是一種 觀,
外界,外,界,外界 是一種 界,
天氣,天,氣,天氣 是一種 氣,
