lemma,c1,c2,statement,response
廣告,廣,告,廣告 是一種 告,1
廣大,廣,大,廣大 是一種 大,0
廣播,廣,播,廣播 是一種 播,1
廣泛,廣,泛,廣泛 是一種 泛,0
延伸,延,伸,延伸 是一種 伸,1
延期,延,期,延期 是一種 期,0
延續,延,續,延續 是一種 續,1
建檔,建,檔,建檔 是一種 檔,0
建築,建,築,建築 是一種 築,1
建設,建,設,建設 是一種 設,0
建造,建,造,建造 是一種 造,0
弄得,弄,得,弄得 是一種 得,0
引入,引,入,引入 是一種 入,0
引得,引,得,引得 是一種 得,0
引致,引,致,引致 是一種 致,0
弟兄,弟,兄,弟兄 是一種 兄,1
弟弟,弟,弟,弟弟 是一種 弟,0
張良,張,良,張良 是一種 良,0
強烈,強,烈,強烈 是一種 烈,1
強調,強,調,強調 是一種 調,0
彈性,彈,性,彈性 是一種 性,0
形容,形,容,形容 是一種 容,0
彩色,彩,色,彩色 是一種 色,0
影響,影,響,影響 是一種 響,0
彼得,彼,得,彼得 是一種 得,0
彼此,彼,此,彼此 是一種 此,0
彼等,彼,等,彼等 是一種 等,0
很多,很,多,很多 是一種 多,0
很少,很,少,很少 是一種 少,1
後代,後,代,後代 是一種 代,1
後來,後,來,後來 是一種 來,0
後悔,後,悔,後悔 是一種 悔,1
後期,後,期,後期 是一種 期,0
後果,後,果,後果 是一種 果,1
後者,後,者,後者 是一種 者,0
後面,後,面,後面 是一種 面,0
得到,得,到,得到 是一種 到,0
得罪,得,罪,得罪 是一種 罪,0
從業,從,業,從業 是一種 業,0
微小,微,小,微小 是一種 小,1
微粒,微,粒,微粒 是一種 粒,1
德國,德,國,德國 是一種 國,1
心動,心,動,心動 是一種 動,0
心急,心,急,心急 是一種 急,0
心煩,心,煩,心煩 是一種 煩,0
心疼,心,疼,心疼 是一種 疼,0
心酸,心,酸,心酸 是一種 酸,0
心醉,心,醉,心醉 是一種 醉,0
忍心,忍,心,忍心 是一種 心,0
忍耐,忍,耐,忍耐 是一種 耐,0
志願,志,願,志願 是一種 願,1
忘記,忘,記,忘記 是一種 記,0
快意,快,意,快意 是一種 意,0
快速,快,速,快速 是一種 速,0
念書,念,書,念書 是一種 書,0
忽略,忽,略,忽略 是一種 略,0
忽視,忽,視,忽視 是一種 視,1
怎敢,怎,敢,怎敢 是一種 敢,0
怎的,怎,的,怎的 是一種 的,0
怎肯,怎,肯,怎肯 是一種 肯,0
怎麼,怎,麼,怎麼 是一種 麼,0
思念,思,念,思念 是一種 念,0
思索,思,索,思索 是一種 索,1
急性,急,性,急性 是一種 性,1
急救,急,救,急救 是一種 救,1
急速,急,速,急速 是一種 速,0
性感,性,感,性感 是一種 感,0
怨恨,怨,恨,怨恨 是一種 恨,1
恐慌,恐,慌,恐慌 是一種 慌,1
恐懼,恐,懼,恐懼 是一種 懼,1
恭喜,恭,喜,恭喜 是一種 喜,0
恰好,恰,好,恰好 是一種 好,0
悔恨,悔,恨,悔恨 是一種 恨,1
患者,患,者,患者 是一種 者,0
您們,您,們,您們 是一種 們,0
悲哀,悲,哀,悲哀 是一種 哀,0
悲愁,悲,愁,悲愁 是一種 愁,1
悲慘,悲,慘,悲慘 是一種 慘,1
悲涼,悲,涼,悲涼 是一種 涼,1
悲苦,悲,苦,悲苦 是一種 苦,0
惡化,惡,化,惡化 是一種 化,0
惡補,惡,補,惡補 是一種 補,1
惹到,惹,到,惹到 是一種 到,0
惹得,惹,得,惹得 是一種 得,0
愁悶,愁,悶,愁悶 是一種 悶,1
愁苦,愁,苦,愁苦 是一種 苦,0
愉快,愉,快,愉快 是一種 快,0
愉悅,愉,悅,愉悅 是一種 悅,0
意即,意,即,意即 是一種 即,1
意圖,意,圖,意圖 是一種 圖,1
意外,意,外,意外 是一種 外,0
意思,意,思,意思 是一種 思,0
意指,意,指,意指 是一種 指,1
意欲,意,欲,意欲 是一種 欲,0
意義,意,義,意義 是一種 義,0
意見,意,見,意見 是一種 見,1
意識,意,識,意識 是一種 識,1
愛好,愛,好,愛好 是一種 好,0
感到,感,到,感到 是一種 到,0
感動,感,動,感動 是一種 動,1
感恩,感,恩,感恩 是一種 恩,0
感染,感,染,感染 是一種 染,1
感覺,感,覺,感覺 是一種 覺,1
感謝,感,謝,感謝 是一種 謝,1
慈善,慈,善,慈善 是一種 善,1
慌張,慌,張,慌張 是一種 張,0
慘遭,慘,遭,慘遭 是一種 遭,1
慢慢,慢,慢,慢慢 是一種 慢,0
慣常,慣,常,慣常 是一種 常,1
慶生,慶,生,慶生 是一種 生,0
慶祝,慶,祝,慶祝 是一種 祝,0
憂心,憂,心,憂心 是一種 心,0
憂悶,憂,悶,憂悶 是一種 悶,1
憂愁,憂,愁,憂愁 是一種 愁,1
憂煩,憂,煩,憂煩 是一種 煩,1
憑藉,憑,藉,憑藉 是一種 藉,0
憤恨,憤,恨,憤恨 是一種 恨,0
憤慨,憤,慨,憤慨 是一種 慨,1
懂得,懂,得,懂得 是一種 得,0
應徵,應,徵,應徵 是一種 徵,0
應該,應,該,應該 是一種 該,0
應邀,應,邀,應邀 是一種 邀,0
懶得,懶,得,懶得 是一種 得,0
我人,我,人,我人 是一種 人,0
我們,我,們,我們 是一種 們,0
我國,我,國,我國 是一種 國,1
我等,我,等,我等 是一種 等,0
我輩,我,輩,我輩 是一種 輩,1
戰前,戰,前,戰前 是一種 前,0
戰後,戰,後,戰後 是一種 後,1
戰爭,戰,爭,戰爭 是一種 爭,0
戰術,戰,術,戰術 是一種 術,1
戶外,戶,外,戶外 是一種 外,0
房子,房,子,房子 是一種 子,0
所以,所,以,所以 是一種 以,0
所及,所,及,所及 是一種 及,0
所得,所,得,所得 是一種 得,0
所有,所,有,所有 是一種 有,0
手勢,手,勢,手勢 是一種 勢,0
手法,手,法,手法 是一種 法,0
才藝,才,藝,才藝 是一種 藝,1
扶正,扶,正,扶正 是一種 正,0
批發,批,發,批發 是一種 發,1
找出,找,出,找出 是一種 出,0
找到,找,到,找到 是一種 到,0
技術,技,術,技術 是一種 術,0
抖出,抖,出,抖出 是一種 出,1
抱怨,抱,怨,抱怨 是一種 怨,1
抱持,抱,持,抱持 是一種 持,1
拍照,拍,照,拍照 是一種 照,0
拍賣,拍,賣,拍賣 是一種 賣,1
拖延,拖,延,拖延 是一種 延,1
招致,招,致,招致 是一種 致,0
拜年,拜,年,拜年 是一種 年,0
拜託,拜,託,拜託 是一種 託,1
持有,持,有,持有 是一種 有,1
持續,持,續,持續 是一種 續,1
指出,指,出,指出 是一種 出,0
指定,指,定,指定 是一種 定,0
指引,指,引,指引 是一種 引,0
指標,指,標,指標 是一種 標,0
指示,指,示,指示 是一種 示,1
挖出,挖,出,挖出 是一種 出,0
挖掘,挖,掘,挖掘 是一種 掘,1
捐出,捐,出,捐出 是一種 出,0
捐助,捐,助,捐助 是一種 助,1
捐贈,捐,贈,捐贈 是一種 贈,1
捕捉,捕,捉,捕捉 是一種 捉,0
捷徑,捷,徑,捷徑 是一種 徑,1
授予,授,予,授予 是一種 予,1
排入,排,入,排入 是一種 入,0
排出,排,出,排出 是一種 出,1
排名,排,名,排名 是一種 名,0
排行,排,行,排行 是一種 行,0
掛勾,掛,勾,掛勾 是一種 勾,1
掛念,掛,念,掛念 是一種 念,0
採用,採,用,採用 是一種 用,0
採購,採,購,採購 是一種 購,0
接任,接,任,接任 是一種 任,0
接生,接,生,接生 是一種 生,0
接近,接,近,接近 是一種 近,0
接連,接,連,接連 是一種 連,1
推估,推,估,推估 是一種 估,0
推出,推,出,推出 是一種 出,0
推動,推,動,推動 是一種 動,0
推崇,推,崇,推崇 是一種 崇,1
推斷,推,斷,推斷 是一種 斷,1
推測,推,測,推測 是一種 測,0
推移,推,移,推移 是一種 移,1
推論,推,論,推論 是一種 論,0
推辭,推,辭,推辭 是一種 辭,1
推進,推,進,推進 是一種 進,0
掩埋,掩,埋,掩埋 是一種 埋,1
描述,描,述,描述 是一種 述,1
提交,提,交,提交 是一種 交,1
提出,提,出,提出 是一種 出,0
提到,提,到,提到 是一種 到,0
提前,提,前,提前 是一種 前,0
提升,提,升,提升 是一種 升,1
提及,提,及,提及 是一種 及,0
提名,提,名,提名 是一種 名,0
提早,提,早,提早 是一種 早,0
提醒,提,醒,提醒 是一種 醒,0
揮手,揮,手,揮手 是一種 手,0
搖擺,搖,擺,搖擺 是一種 擺,1
搖晃,搖,晃,搖晃 是一種 晃,0
摩擦,摩,擦,摩擦 是一種 擦,1
摸索,摸,索,摸索 是一種 索,1
撐腰,撐,腰,撐腰 是一種 腰,0
撒嬌,撒,嬌,撒嬌 是一種 嬌,1
撒謊,撒,謊,撒謊 是一種 謊,0
播種,播,種,播種 是一種 種,0
播遷,播,遷,播遷 是一種 遷,0
擇期,擇,期,擇期 是一種 期,0
操心,操,心,操心 是一種 心,0
擔任,擔,任,擔任 是一種 任,1
擔心,擔,心,擔心 是一種 心,0
擔憂,擔,憂,擔憂 是一種 憂,1
據報,據,報,據報 是一種 報,1
攔截,攔,截,攔截 是一種 截,1
攤子,攤,子,攤子 是一種 子,0
攪得,攪,得,攪得 是一種 得,0
收入,收,入,收入 是一種 入,0
收費,收,費,收費 是一種 費,0
政大,政,大,政大 是一種 大,1
政府,政,府,政府 是一種 府,1
政治,政,治,政治 是一種 治,1
政見,政,見,政見 是一種 見,1
故事,故,事,故事 是一種 事,0
故宮,故,宮,故宮 是一種 宮,1
故意,故,意,故意 是一種 意,1
效力,效,力,效力 是一種 力,1
效命,效,命,效命 是一種 命,0
效應,效,應,效應 是一種 應,0
效果,效,果,效果 是一種 果,0
敏感,敏,感,敏感 是一種 感,0
敘述,敘,述,敘述 是一種 述,1
敝人,敝,人,敝人 是一種 人,1
敝國,敝,國,敝國 是一種 國,1
散去,散,去,散去 是一種 去,0
敦聘,敦,聘,敦聘 是一種 聘,1
敬業,敬,業,敬業 是一種 業,0
敬禮,敬,禮,敬禮 是一種 禮,0
敬酒,敬,酒,敬酒 是一種 酒,0
整容,整,容,整容 是一種 容,0
整整,整,整,整整 是一種 整,0
敵視,敵,視,敵視 是一種 視,0
新任,新,任,新任 是一種 任,1
新光,新,光,新光 是一種 光,0
新生,新,生,新生 是一種 生,0
新竹,新,竹,新竹 是一種 竹,0
斷層,斷,層,斷層 是一種 層,0
施力,施,力,施力 是一種 力,0
施暴,施,暴,施暴 是一種 暴,0
施肥,施,肥,施肥 是一種 肥,0
施虐,施,虐,施虐 是一種 虐,0
旁邊,旁,邊,旁邊 是一種 邊,1
旅行,旅,行,旅行 是一種 行,0
旅館,旅,館,旅館 是一種 館,1
族群,族,群,族群 是一種 群,1
既是,既,是,既是 是一種 是,1
早晨,早,晨,早晨 是一種 晨,0
旱林,旱,林,旱林 是一種 林,1
明朗,明,朗,明朗 是一種 朗,0
明瞭,明,瞭,明瞭 是一種 瞭,1
明確,明,確,明確 是一種 確,1
春季,春,季,春季 是一種 季,1
昨天,昨,天,昨天 是一種 天,1
時代,時,代,時代 是一種 代,0
時候,時,候,時候 是一種 候,0
時值,時,值,時值 是一種 值,1
時期,時,期,時期 是一種 期,0
晉級,晉,級,晉級 是一種 級,0
暖化,暖,化,暖化 是一種 化,0
暖季,暖,季,暖季 是一種 季,1
暖身,暖,身,暖身 是一種 身,0
暢快,暢,快,暢快 是一種 快,1
暫時,暫,時,暫時 是一種 時,1
暴怒,暴,怒,暴怒 是一種 怒,1
暴雨,暴,雨,暴雨 是一種 雨,1
曉得,曉,得,曉得 是一種 得,0
更多,更,多,更多 是一種 多,1
更少,更,少,更少 是一種 少,1
曹操,曹,操,曹操 是一種 操,0
曾參,曾,參,曾參 是一種 參,0
替代,替,代,替代 是一種 代,1
會員,會,員,會員 是一種 員,1
有些,有,些,有些 是一種 些,1
有名,有,名,有名 是一種 名,0
有否,有,否,有否 是一種 否,0
有如,有,如,有如 是一種 如,0
有害,有,害,有害 是一種 害,0
有心,有,心,有心 是一種 心,0
有志,有,志,有志 是一種 志,0
有意,有,意,有意 是一種 意,0
有效,有,效,有效 是一種 效,1
有毒,有,毒,有毒 是一種 毒,0
有無,有,無,有無 是一種 無,0
有的,有,的,有的 是一種 的,0
有線,有,線,有線 是一種 線,1
有聲,有,聲,有聲 是一種 聲,1
有趣,有,趣,有趣 是一種 趣,0
朋友,朋,友,朋友 是一種 友,1
期末,期,末,期末 是一種 末,1
期求,期,求,期求 是一種 求,0
期盼,期,盼,期盼 是一種 盼,0
期許,期,許,期許 是一種 許,1
木蘭,木,蘭,木蘭 是一種 蘭,1
本人,本,人,本人 是一種 人,1
本身,本,身,本身 是一種 身,0
本金,本,金,本金 是一種 金,1
本錢,本,錢,本錢 是一種 錢,0
朱紅,朱,紅,朱紅 是一種 紅,1
李子,李,子,李子 是一種 子,0
杓子,杓,子,杓子 是一種 子,0
杯子,杯,子,杯子 是一種 子,0
東亞,東,亞,東亞 是一種 亞,0
東區,東,區,東區 是一種 區,1
東南,東,南,東南 是一種 南,0
東吳,東,吳,東吳 是一種 吳,0
東德,東,德,東德 是一種 德,1
東西,東,西,東西 是一種 西,0
林肯,林,肯,林肯 是一種 肯,0
架空,架,空,架空 是一種 空,1
柏林,柏,林,柏林 是一種 林,0
某些,某,些,某些 是一種 些,1
某某,某,某,某某 是一種 某,1
染色,染,色,染色 是一種 色,0
查獲,查,獲,查獲 是一種 獲,1
查詢,查,詢,查詢 是一種 詢,1
校園,校,園,校園 是一種 園,0
核准,核,准,核准 是一種 准,0
核定,核,定,核定 是一種 定,0
核心,核,心,核心 是一種 心,1
案底,案,底,案底 是一種 底,0
梅子,梅,子,梅子 是一種 子,0
梅樹,梅,樹,梅樹 是一種 樹,1
梅花,梅,花,梅花 是一種 花,1
棄置,棄,置,棄置 是一種 置,1
棍子,棍,子,棍子 是一種 子,0
業務,業,務,業務 是一種 務,1
業界,業,界,業界 是一種 界,1
業者,業,者,業者 是一種 者,0
標準,標,準,標準 是一種 準,0
標示,標,示,標示 是一種 示,1
模式,模,式,模式 是一種 式,0
樣子,樣,子,樣子 是一種 子,0
樸實,樸,實,樸實 是一種 實,1
樹木,樹,木,樹木 是一種 木,1
樹林,樹,林,樹林 是一種 林,1
樹皮,樹,皮,樹皮 是一種 皮,1
機動,機,動,機動 是一種 動,0
機會,機,會,機會 是一種 會,0
機構,機,構,機構 是一種 構,1
機組,機,組,機組 是一種 組,0
機緣,機,緣,機緣 是一種 緣,0
機車,機,車,機車 是一種 車,1
檔案,檔,案,檔案 是一種 案,0
檢查,檢,查,檢查 是一種 查,1
檢討,檢,討,檢討 是一種 討,1
欣喜,欣,喜,欣喜 是一種 喜,0
欣慰,欣,慰,欣慰 是一種 慰,0
歌手,歌,手,歌手 是一種 手,0
歐洲,歐,洲,歐洲 是一種 洲,1
歐美,歐,美,歐美 是一種 美,0
歡喜,歡,喜,歡喜 是一種 喜,1
歡悅,歡,悅,歡悅 是一種 悅,0
歡愉,歡,愉,歡愉 是一種 愉,0
歡暢,歡,暢,歡暢 是一種 暢,0
歡欣,歡,欣,歡欣 是一種 欣,0
止住,止,住,止住 是一種 住,0
正常,正,常,正常 是一種 常,0
正式,正,式,正式 是一種 式,0
武松,武,松,武松 是一種 松,0
歷史,歷,史,歷史 是一種 史,1
歷時,歷,時,歷時 是一種 時,0
歸功,歸,功,歸功 是一種 功,0
殆盡,殆,盡,殆盡 是一種 盡,0
殘障,殘,障,殘障 是一種 障,0
毀容,毀,容,毀容 是一種 容,0
毋寧,毋,寧,毋寧 是一種 寧,0
毒物,毒,物,毒物 是一種 物,1
比喻,比,喻,比喻 是一種 喻,1
比照,比,照,比照 是一種 照,1
民主,民,主,民主 是一種 主,1
民事,民,事,民事 是一種 事,1
民意,民,意,民意 是一種 意,0
民生,民,生,民生 是一種 生,0
民眾,民,眾,民眾 是一種 眾,0
氣候,氣,候,氣候 是一種 候,1
氣憤,氣,憤,氣憤 是一種 憤,0
氣溫,氣,溫,氣溫 是一種 溫,1
水晶,水,晶,水晶 是一種 晶,0
水果,水,果,水果 是一種 果,1
水水,水,水,水水 是一種 水,0
水泥,水,泥,水泥 是一種 泥,0
水準,水,準,水準 是一種 準,1
水質,水,質,水質 是一種 質,1
永續,永,續,永續 是一種 續,0
永遠,永,遠,永遠 是一種 遠,0
求婚,求,婚,求婚 是一種 婚,1
求援,求,援,求援 是一種 援,1
求解,求,解,求解 是一種 解,0
汝等,汝,等,汝等 是一種 等,1
江蘇,江,蘇,江蘇 是一種 蘇,0
污染,污,染,污染 是一種 染,1
污水,污,水,污水 是一種 水,1
決定,決,定,決定 是一種 定,1
決心,決,心,決心 是一種 心,0
汽車,汽,車,汽車 是一種 車,1
沒有,沒,有,沒有 是一種 有,0
沙國,沙,國,沙國 是一種 國,1
沙沙,沙,沙,沙沙 是一種 沙,0
沙泥,沙,泥,沙泥 是一種 泥,0
河南,河,南,河南 是一種 南,1
河口,河,口,河口 是一種 口,0
河川,河,川,河川 是一種 川,0
油品,油,品,油品 是一種 品,1
油污,油,污,油污 是一種 污,1
油煙,油,煙,油煙 是一種 煙,1
油船,油,船,油船 是一種 船,1
沿岸,沿,岸,沿岸 是一種 岸,0
法令,法,令,法令 是一種 令,0
法國,法,國,法國 是一種 國,1
法律,法,律,法律 是一種 律,0
法辦,法,辦,法辦 是一種 辦,0
法院,法,院,法院 是一種 院,0
泥土,泥,土,泥土 是一種 土,1
注意,注,意,注意 是一種 意,0
注目,注,目,注目 是一種 目,1
泰半,泰,半,泰半 是一種 半,1
泰國,泰,國,泰國 是一種 國,1
泰雅,泰,雅,泰雅 是一種 雅,0
浪漫,浪,漫,浪漫 是一種 漫,0
浸泡,浸,泡,浸泡 是一種 泡,1
浸淫,浸,淫,浸淫 是一種 淫,0
涉及,涉,及,涉及 是一種 及,0
涉嫌,涉,嫌,涉嫌 是一種 嫌,1
淋濕,淋,濕,淋濕 是一種 濕,1
淡大,淡,大,淡大 是一種 大,0
淡水,淡,水,淡水 是一種 水,1
淡江,淡,江,淡江 是一種 江,0
深信,深,信,深信 是一種 信,0
深入,深,入,深入 是一種 入,0
深思,深,思,深思 是一種 思,1
深感,深,感,深感 是一種 感,0
深遠,深,遠,深遠 是一種 遠,0
減低,減,低,減低 是一種 低,0
減刑,減,刑,減刑 是一種 刑,0
減半,減,半,減半 是一種 半,0
減少,減,少,減少 是一種 少,1
減弱,減,弱,減弱 是一種 弱,0
減至,減,至,減至 是一種 至,0
渡過,渡,過,渡過 是一種 過,0
湧出,湧,出,湧出 是一種 出,0
湯匙,湯,匙,湯匙 是一種 匙,1
源自,源,自,源自 是一種 自,0
準備,準,備,準備 是一種 備,0
準線,準,線,準線 是一種 線,1
溜走,溜,走,溜走 是一種 走,1
溪水,溪,水,溪水 是一種 水,1
溫和,溫,和,溫和 是一種 和,0
溫暖,溫,暖,溫暖 是一種 暖,0
溫水,溫,水,溫水 是一種 水,1
溶入,溶,入,溶入 是一種 入,0
溶化,溶,化,溶化 是一種 化,1
滲入,滲,入,滲入 是一種 入,1
滾滾,滾,滾,滾滾 是一種 滾,0
滿意,滿,意,滿意 是一種 意,0
漂亮,漂,亮,漂亮 是一種 亮,0
演出,演,出,演出 是一種 出,0
演化,演,化,演化 是一種 化,0
演藝,演,藝,演藝 是一種 藝,0
漢子,漢,子,漢子 是一種 子,0
潮濕,潮,濕,潮濕 是一種 濕,1
濃縮,濃,縮,濃縮 是一種 縮,0
瀕臨,瀕,臨,瀕臨 是一種 臨,0
火力,火,力,火力 是一種 力,1
火鍋,火,鍋,火鍋 是一種 鍋,0
為主,為,主,為主 是一種 主,0
為伍,為,伍,為伍 是一種 伍,0
為傲,為,傲,為傲 是一種 傲,0
為最,為,最,為最 是一種 最,0
為妙,為,妙,為妙 是一種 妙,0
為宜,為,宜,為宜 是一種 宜,1
為敵,為,敵,為敵 是一種 敵,0
為止,為,止,為止 是一種 止,0
為準,為,準,為準 是一種 準,0
為甚,為,甚,為甚 是一種 甚,1
為生,為,生,為生 是一種 生,0
為由,為,由,為由 是一種 由,1
為證,為,證,為證 是一種 證,0
為首,為,首,為首 是一種 首,1
烏龜,烏,龜,烏龜 是一種 龜,1
焉能,焉,能,焉能 是一種 能,1
無心,無,心,無心 是一種 心,1
無意,無,意,無意 是一種 意,0
無疑,無,疑,無疑 是一種 疑,0
無線,無,線,無線 是一種 線,0
無聲,無,聲,無聲 是一種 聲,0
煮熟,煮,熟,煮熟 是一種 熟,0
煞到,煞,到,煞到 是一種 到,0
照射,照,射,照射 是一種 射,0
照抄,照,抄,照抄 是一種 抄,1
照相,照,相,照相 是一種 相,0
照舊,照,舊,照舊 是一種 舊,0
照辦,照,辦,照辦 是一種 辦,0
煩心,煩,心,煩心 是一種 心,0
煩悶,煩,悶,煩悶 是一種 悶,1
煩憂,煩,憂,煩憂 是一種 憂,0
燃燒,燃,燒,燃燒 是一種 燒,0
爆發,爆,發,爆發 是一種 發,1
爭光,爭,光,爭光 是一種 光,0
父親,父,親,父親 是一種 親,0
爸爸,爸,爸,爸爸 是一種 爸,0
爺爺,爺,爺,爺爺 是一種 爺,0
爽快,爽,快,爽快 是一種 快,1
版面,版,面,版面 是一種 面,1
牛郎,牛,郎,牛郎 是一種 郎,1
牛頓,牛,頓,牛頓 是一種 頓,0
牠們,牠,們,牠們 是一種 們,0
物種,物,種,物種 是一種 種,1
物質,物,質,物質 是一種 質,1
特別,特,別,特別 是一種 別,0
特定,特,定,特定 是一種 定,0
特徵,特,徵,特徵 是一種 徵,0
特性,特,性,特性 是一種 性,0
特色,特,色,特色 是一種 色,0
特質,特,質,特質 是一種 質,1
牽掛,牽,掛,牽掛 是一種 掛,1
牽涉,牽,涉,牽涉 是一種 涉,0
犯罪,犯,罪,犯罪 是一種 罪,0
狀況,狀,況,狀況 是一種 況,1
狂喜,狂,喜,狂喜 是一種 喜,1
狹義,狹,義,狹義 是一種 義,0
猛烈,猛,烈,猛烈 是一種 烈,0
猜測,猜,測,猜測 是一種 測,1
獎品,獎,品,獎品 是一種 品,0
獎狀,獎,狀,獎狀 是一種 狀,1
獎金,獎,金,獎金 是一種 金,1
獨特,獨,特,獨特 是一種 特,1
獲得,獲,得,獲得 是一種 得,1
獵物,獵,物,獵物 是一種 物,1
獻藝,獻,藝,獻藝 是一種 藝,0
王維,王,維,王維 是一種 維,0
珍惜,珍,惜,珍惜 是一種 惜,1
球員,球,員,球員 是一種 員,1
球迷,球,迷,球迷 是一種 迷,1
環保,環,保,環保 是一種 保,0
環境,環,境,環境 是一種 境,1
環繞,環,繞,環繞 是一種 繞,0
甘心,甘,心,甘心 是一種 心,0
甘願,甘,願,甘願 是一種 願,1
甚麼,甚,麼,甚麼 是一種 麼,0
生前,生,前,生前 是一種 前,0
生命,生,命,生命 是一種 命,1
生存,生,存,生存 是一種 存,0
生意,生,意,生意 是一種 意,0
生氣,生,氣,生氣 是一種 氣,1
生物,生,物,生物 是一種 物,1
生疏,生,疏,生疏 是一種 疏,0
生計,生,計,生計 是一種 計,0
產品,產,品,產品 是一種 品,1
產業,產,業,產業 是一種 業,1
用來,用,來,用來 是一種 來,0
用到,用,到,用到 是一種 到,0
用戶,用,戶,用戶 是一種 戶,1
用水,用,水,用水 是一種 水,0
用處,用,處,用處 是一種 處,0
用途,用,途,用途 是一種 途,0
用量,用,量,用量 是一種 量,1
申訴,申,訴,申訴 是一種 訴,0
界線,界,線,界線 是一種 線,1
畏懼,畏,懼,畏懼 是一種 懼,1
留念,留,念,留念 是一種 念,0
留意,留,意,留意 是一種 意,0
留給,留,給,留給 是一種 給,0
畢業,畢,業,畢業 是一種 業,0
疏忽,疏,忽,疏忽 是一種 忽,1
癌症,癌,症,癌症 是一種 症,0
發亮,發,亮,發亮 是一種 亮,1
發佈,發,佈,發佈 是一種 佈,0
發出,發,出,發出 是一種 出,1
發包,發,包,發包 是一種 包,1
發展,發,展,發展 是一種 展,1
發掘,發,掘,發掘 是一種 掘,0
發揮,發,揮,發揮 是一種 揮,0
發源,發,源,發源 是一種 源,1
發生,發,生,發生 是一種 生,0
發聲,發,聲,發聲 是一種 聲,0
發覺,發,覺,發覺 是一種 覺,0
發送,發,送,發送 是一種 送,0
皮包,皮,包,皮包 是一種 包,1
皮膚,皮,膚,皮膚 是一種 膚,0
盒子,盒,子,盒子 是一種 子,0
盜版,盜,版,盜版 是一種 版,0
目前,目,前,目前 是一種 前,0
目標,目,標,目標 是一種 標,0
目的,目,的,目的 是一種 的,0
目睹,目,睹,目睹 是一種 睹,0
相信,相,信,相信 是一種 信,1
相去,相,去,相去 是一種 去,0
相反,相,反,相反 是一種 反,0
相同,相,同,相同 是一種 同,1
相差,相,差,相差 是一種 差,0
相愛,相,愛,相愛 是一種 愛,1
相應,相,應,相應 是一種 應,0
相會,相,會,相會 是一種 會,1
相比,相,比,相比 是一種 比,1
相等,相,等,相等 是一種 等,0
相親,相,親,相親 是一種 親,0
相較,相,較,相較 是一種 較,1
眉毛,眉,毛,眉毛 是一種 毛,1
眼前,眼,前,眼前 是一種 前,0
眼銳,眼,銳,眼銳 是一種 銳,1
眾多,眾,多,眾多 是一種 多,0
睡覺,睡,覺,睡覺 是一種 覺,0
瞭解,瞭,解,瞭解 是一種 解,1
矛盾,矛,盾,矛盾 是一種 盾,0
研判,研,判,研判 是一種 判,1
研究,研,究,研究 是一種 究,0
研討,研,討,研討 是一種 討,0
碰到,碰,到,碰到 是一種 到,0
確保,確,保,確保 是一種 保,1
確定,確,定,確定 是一種 定,0
確實,確,實,確實 是一種 實,0
示意,示,意,示意 是一種 意,0
示範,示,範,示範 是一種 範,0
社會,社,會,社會 是一種 會,1
祖國,祖,國,祖國 是一種 國,1
祖父,祖,父,祖父 是一種 父,1
視作,視,作,視作 是一種 作,0
視力,視,力,視力 是一種 力,0
視為,視,為,視為 是一種 為,0
視聽,視,聽,視聽 是一種 聽,0
福特,福,特,福特 是一種 特,0
禪宗,禪,宗,禪宗 是一種 宗,1
禮品,禮,品,禮品 是一種 品,0
禮拜,禮,拜,禮拜 是一種 拜,0
禮物,禮,物,禮物 是一種 物,0
禮聘,禮,聘,禮聘 是一種 聘,1
萬一,萬,一,萬一 是一種 一,0
萬分,萬,分,萬分 是一種 分,0
萬萬,萬,萬,萬萬 是一種 萬,0
秋季,秋,季,秋季 是一種 季,1
秋後,秋,後,秋後 是一種 後,0
科學,科,學,科學 是一種 學,1
科技,科,技,科技 是一種 技,0
秒角,秒,角,秒角 是一種 角,0
秒鐘,秒,鐘,秒鐘 是一種 鐘,0
秦王,秦,王,秦王 是一種 王,1
移入,移,入,移入 是一種 入,0
移動,移,動,移動 是一種 動,1
程式,程,式,程式 是一種 式,0
稍後,稍,後,稍後 是一種 後,1
種子,種,子,種子 是一種 子,0
種種,種,種,種種 是一種 種,0
種類,種,類,種類 是一種 類,0
稱作,稱,作,稱作 是一種 作,1
稱做,稱,做,稱做 是一種 做,0
稱呼,稱,呼,稱呼 是一種 呼,1
稱為,稱,為,稱為 是一種 為,0
積累,積,累,積累 是一種 累,1
穩定,穩,定,穩定 是一種 定,0
究竟,究,竟,究竟 是一種 竟,0
空氣,空,氣,空氣 是一種 氣,1
空洞,空,洞,空洞 是一種 洞,0
空調,空,調,空調 是一種 調,0
穿越,穿,越,穿越 是一種 越,0
站穩,站,穩,站穩 是一種 穩,0
筆者,筆,者,筆者 是一種 者,0
筆觸,筆,觸,筆觸 是一種 觸,1
等候,等,候,等候 是一種 候,1
等到,等,到,等到 是一種 到,1
等同,等,同,等同 是一種 同,1
等等,等,等,等等 是一種 等,1
答應,答,應,答應 是一種 應,1
答案,答,案,答案 是一種 案,0
答覆,答,覆,答覆 是一種 覆,1
簡介,簡,介,簡介 是一種 介,1
簡單,簡,單,簡單 是一種 單,0
簡稱,簡,稱,簡稱 是一種 稱,1
